,0
13301,162
13302,160
13303,153
13304,144
13305,130
13306,8
13307,12
13308,10
13309,4
13310,131
13311,137
13312,144
13313,148
13314,153
13315,155
13316,154
13317,148
13318,136
13319,6
13320,17
13321,24
13322,32
13323,36
13324,39
13325,41
13326,39
13327,36
13328,30
13329,13
13330,148
13331,165
13332,176
13333,181
13334,185
13335,187
13336,189
13337,190
13338,191
13339,190
13340,189
13341,188
13342,186
13343,185
13344,183
13345,182
13346,180
13347,178
13348,176
13349,173
13350,167
13351,161
13352,149
13353,3
13354,27
13355,38
13356,47
13357,51
13358,55
13359,57
13360,58
13361,57
13362,57
13363,56
13364,54
13365,51
13366,48
13367,43
13368,41
13369,42
13370,45
13371,48
13372,52
13373,56
13374,60
13375,64
13376,65
13377,66
13378,66
13379,66
13380,66
13381,65
13382,64
13383,62
13384,60
13385,57
13386,53
13387,49
13388,42
13389,33
13390,16
13391,147
13392,163
13393,173
13394,179
13395,184
13396,189
13397,193
13398,195
13399,197
13400,199
13401,201
13402,202
13403,203
13404,204
13405,203
13406,202
13407,201
13408,198
13409,196
13410,193
13411,188
13412,182
13413,174
13414,160
13415,10
13416,37
13417,49
13418,56
13419,62
13420,66
13421,68
13422,69
13423,70
13424,69
13425,68
13426,66
13427,64
13428,59
13429,52
13430,45
13431,32
13432,1
13433,158
13434,169
13435,178
13436,182
13437,186
13438,189
13439,192
13440,192
13441,192
13442,192
13443,190
13444,187
13445,183
13446,179
13447,171
13448,158
13449,11
13450,36
13451,48
13452,53
13453,58
13454,60
13455,61
13456,62
13457,62
13458,61
13459,60
13460,58
13461,56
13462,54
13463,53
13464,52
13465,51
13466,50
13467,50
13468,49
13469,50
13470,50
13471,50
13472,50
13473,49
13474,49
13475,48
13476,45
13477,41
13478,36
13479,29
13480,16
13481,138
13482,156
13483,165
13484,173
13485,179
13486,183
13487,188
13488,192
13489,194
13490,196
13491,197
13492,199
13493,200
13494,201
13495,201
13496,201
13497,200
13498,198
13499,196
13500,193
13501,189
13502,182
13503,174
13504,158
13505,18
13506,42
13507,52
13508,60
13509,65
13510,68
13511,71
13512,73
13513,74
13514,75
13515,75
13516,74
13517,72
13518,69
13519,66
13520,62
13521,54
13522,46
13523,27
13524,148
13525,169
13526,180
13527,187
13528,192
13529,195
13530,197
13531,199
13532,200
13533,200
13534,200
13535,199
13536,197
13537,194
13538,191
13539,183
13540,173
13541,149
13542,29
13543,45
13544,52
13545,57
13546,61
13547,64
13548,64
13549,65
13550,65
13551,65
13552,65
13553,65
13554,64
13555,64
13556,62
13557,60
13558,59
13559,57
13560,56
13561,54
13562,53
13563,52
13564,50
13565,49
13566,46
13567,41
13568,35
13569,27
13570,13
13571,142
13572,158
13573,166
13574,174
13575,178
13576,182
13577,186
13578,190
13579,193
13580,194
13581,196
13582,198
13583,199
13584,200
13585,200
13586,201
13587,200
13588,199
13589,197
13590,194
13591,191
13592,184
13593,177
13594,163
13595,3
13596,37
13597,50
13598,58
13599,64
13600,67
13601,70
13602,72
13603,74
13604,75
13605,75
13606,74
13607,73
13608,71
13609,68
13610,65
13611,60
13612,53
13613,42
13614,20
13615,156
13616,173
13617,182
13618,188
13619,192
13620,195
13621,196
13622,198
13623,199
13624,199
13625,198
13626,197
13627,195
13628,193
13629,187
13630,180
13631,169
13632,146
13633,26
13634,42
13635,50
13636,53
13637,56
13638,58
13639,59
13640,59
13641,58
13642,58
13643,57
13644,57
13645,56
13646,55
13647,53
13648,52
13649,51
13650,50
13651,49
13652,48
13653,48
13654,48
13655,48
13656,48
13657,48
13658,46
13659,44
13660,42
13661,38
13662,33
13663,23
13664,5
13665,147
13666,161
13667,169
13668,177
13669,182
13670,186
13671,191
13672,193
13673,195
13674,196
13675,198
13676,198
13677,198
13678,198
13679,198
13680,196
13681,194
13682,192
13683,186
13684,179
13685,168
13686,144
13687,32
13688,48
13689,55
13690,62
13691,66
13692,68
13693,70
13694,71
13695,71
13696,71
13697,71
13698,70
13699,69
13700,66
13701,64
13702,58
13703,52
13704,43
13705,26
13706,147
13707,167
13708,178
13709,185
13710,190
13711,193
13712,195
13713,197
13714,197
13715,197
13716,197
13717,195
13718,193
13719,191
13720,185
13721,179
13722,170
13723,153
13724,17
13725,37
13726,48
13727,53
13728,56
13729,58
13730,58
13731,57
13732,56
13733,54
13734,52
13735,50
13736,48
13737,46
13738,43
13739,39
13740,36
13741,33
13742,31
13743,28
13744,27
13745,26
13746,28
13747,31
13748,33
13749,35
13750,37
13751,39
13752,41
13753,42
13754,42
13755,41
13756,39
13757,36
13758,32
13759,22
13760,0
13761,151
13762,164
13763,172
13764,178
13765,183
13766,186
13767,189
13768,192
13769,193
13770,194
13771,194
13772,194
13773,193
13774,192
13775,189
13776,184
13777,178
13778,168
13779,151
13780,19
13781,38
13782,49
13783,54
13784,59
13785,63
13786,65
13787,66
13788,67
13789,67
13790,67
13791,66
13792,65
13793,63
13794,59
13795,54
13796,50
13797,41
13798,28
13799,134
13800,162
13801,176
13802,182
13803,188
13804,193
13805,195
13806,196
13807,197
13808,198
13809,198
13810,197
13811,195
13812,193
13813,190
13814,184
13815,177
13816,164
13817,137
13818,31
13819,45
13820,52
13821,56
13822,60
13823,61
13824,62
13825,62
13826,61
13827,59
13828,57
13829,54
13830,52
13831,49
13832,46
13833,41
13834,36
13835,31
13836,23
13837,18
13838,15
13839,11
13840,8
13841,8
13842,11
13843,17
13844,23
13845,29
13846,33
13847,37
13848,40
13849,41
13850,42
13851,40
13852,37
13853,33
13854,26
13855,14
13856,137
13857,152
13858,162
13859,167
13860,173
13861,177
13862,180
13863,183
13864,186
13865,188
13866,190
13867,191
13868,190
13869,189
13870,186
13871,182
13872,178
13873,170
13874,160
13875,134
13876,24
13877,37
13878,46
13879,51
13880,54
13881,57
13882,59
13883,60
13884,61
13885,61
13886,60
13887,59
13888,57
13889,54
13890,50
13891,44
13892,34
13893,14
13894,151
13895,167
13896,177
13897,183
13898,187
13899,191
13900,193
13901,194
13902,195
13903,195
13904,195
13905,194
13906,192
13907,189
13908,184
13909,179
13910,171
13911,159
13912,129
13913,30
13914,41
13915,49
13916,53
13917,57
13918,59
13919,61
13920,61
13921,60
13922,59
13923,57
13924,55
13925,53
13926,51
13927,49
13928,46
13929,42
13930,38
13931,34
13932,29
13933,23
13934,18
13935,14
13936,10
13937,9
13938,12
13939,17
13940,21
13941,24
13942,27
13943,31
13944,33
13945,34
13946,34
13947,33
13948,31
13949,28
13950,24
13951,19
13952,12
13953,0
13954,143
13955,152
13956,161
13957,166
13958,173
13959,177
13960,180
13961,182
13962,183
13963,184
13964,184
13965,183
13966,182
13967,179
13968,177
13969,171
13970,164
13971,154
13972,136
13973,18
13974,31
13975,38
13976,43
13977,47
13978,49
13979,51
13980,51
13981,51
13982,50
13983,49
13984,46
13985,41
13986,35
13987,27
13988,10
13989,145
13990,160
13991,168
13992,176
13993,180
13994,183
13995,186
13996,188
13997,189
13998,189
13999,189
14000,188
14001,186
14002,183
14003,180
14004,176
14005,167
14006,156
14007,128
14008,26
14009,37
14010,44
14011,49
14012,50
14013,52
14014,53
14015,54
14016,55
14017,55
14018,55
14019,54
14020,52
14021,50
14022,47
14023,42
14024,36
14025,31
14026,22
14027,15
14028,5
14029,128
14030,130
14031,129
14032,5
14033,15
14034,21
14035,28
14036,33
14037,37
14038,40
14039,43
14040,45
14041,48
14042,48
14043,49
14044,48
14045,48
14046,45
14047,41
14048,37
14049,32
14050,22
14051,4
14052,146
14053,159
14054,166
14055,172
14056,177
14057,180
14058,182
14059,183
14060,184
14061,184
14062,183
14063,181
14064,179
14065,177
14066,175
14067,170
14068,165
14069,160
14070,149
14071,135
14072,12
14073,23
14074,31
14075,34
14076,36
14077,36
14078,35
14079,33
14080,30
14081,24
14082,18
14083,6
14084,134
14085,145
14086,152
14087,159
14088,163
14089,167
14090,171
14091,175
14092,177
14093,178
14094,179
14095,180
14096,180
14097,179
14098,178
14099,176
14100,171
14101,166
14102,160
14103,149
14104,134
14105,12
14106,22
14107,29
14108,33
14109,37
14110,40
14111,43
14112,46
14113,48
14114,49
14115,50
14116,51
14117,51
14118,50
14119,50
14120,49
14121,49
14122,49
14123,48
14124,47
14125,46
14126,44
14127,42
14128,41
14129,40
14130,39
14131,38
14132,38
14133,38
14134,38
14135,37
14136,37
14137,35
14138,34
14139,33
14140,31
14141,29
14142,27
14143,25
14144,21
14145,13
14146,131
14147,147
14148,158
14149,164
14150,169
14151,172
14152,175
14153,177
14154,177
14155,178
14156,178
14157,177
14158,177
14159,176
14160,174
14161,172
14162,170
14163,168
14164,166
14165,163
14166,160
14167,153
14168,146
14169,135
14170,4
14171,14
14172,18
14173,20
14174,20
14175,19
14176,15
14177,7
14178,130
14179,142
14180,149
14181,156
14182,162
14183,166
14184,169
14185,172
14186,173
14187,175
14188,175
14189,176
14190,175
14191,175
14192,174
14193,173
14194,172
14195,170
14196,168
14197,165
14198,161
14199,153
14200,141
14201,7
14202,22
14203,32
14204,37
14205,42
14206,47
14207,50
14208,52
14209,54
14210,56
14211,58
14212,59
14213,59
14214,58
14215,57
14216,56
14217,54
14218,52
14219,50
14220,49
14221,46
14222,43
14223,39
14224,35
14225,30
14226,21
14227,13
14228,1
14229,134
14230,138
14231,141
14232,143
14233,145
14234,147
14235,149
14236,151
14237,152
14238,150
14239,148
14240,144
14241,139
14242,136
14243,133
14244,133
14245,135
14246,141
14247,147
14248,152
14249,157
14250,160
14251,161
14252,161
14253,160
14254,157
14255,154
14256,152
14257,151
14258,151
14259,152
14260,154
14261,156
14262,157
14263,158
14264,160
14265,161
14266,162
14267,164
14268,166
14269,168
14270,169
14271,170
14272,170
14273,170
14274,170
14275,171
14276,171
14277,171
14278,171
14279,171
14280,171
14281,170
14282,168
14283,166
14284,163
14285,160
14286,154
14287,148
14288,140
14289,129
14290,9
14291,19
14292,25
14293,32
14294,35
14295,37
14296,39
14297,41
14298,43
14299,44
14300,46
14301,47
14302,47
14303,47
14304,47
14305,47
14306,47
14307,47
14308,46
14309,45
14310,43
14311,41
14312,39
14313,37
14314,34
14315,31
14316,25
14317,21
14318,17
14319,12
14320,5
14321,128
14322,133
14323,137
14324,140
14325,142
14326,142
14327,140
14328,135
14329,130
14330,1
14331,3
14332,3
14333,3
14334,3
14335,3
14336,3
14337,4
14338,5
14339,6
14340,7
14341,7
14342,7
14343,5
14344,0
14345,132
14346,138
14347,144
14348,146
14349,149
14350,151
14351,154
14352,156
14353,159
14354,160
14355,160
14356,161
14357,160
14358,160
14359,159
14360,157
14361,156
14362,155
14363,155
14364,156
14365,156
14366,157
14367,156
14368,156
14369,155
14370,155
14371,156
14372,156
14373,158
14374,159
14375,160
14376,159
14377,158
14378,157
14379,155
14380,153
14381,150
14382,147
14383,144
14384,141
14385,138
14386,138
14387,138
14388,134
14389,0
14390,9
14391,17
14392,21
14393,25
14394,29
14395,32
14396,33
14397,34
14398,35
14399,36
14400,36
14401,36
14402,36
14403,35
14404,34
14405,32
14406,30
14407,28
14408,25
14409,23
14410,19
14411,16
14412,10
14413,4
14414,128
14415,133
14416,138
14417,142
14418,144
14419,143
14420,140
14421,137
14422,134
14423,131
14424,0
14425,4
14426,11
14427,18
14428,23
14429,29
14430,33
14431,35
14432,38
14433,39
14434,40
14435,40
14436,40
14437,38
14438,36
14439,33
14440,29
14441,23
14442,18
14443,8
14444,131
14445,143
14446,149
14447,154
14448,158
14449,161
14450,164
14451,166
14452,168
14453,169
14454,169
14455,170
14456,170
14457,170
14458,169
14459,168
14460,167
14461,164
14462,161
14463,158
14464,153
14465,149
14466,146
14467,143
14468,141
14469,141
14470,141
14471,139
14472,135
14473,131
14474,128
14475,1
14476,4
14477,8
14478,8
14479,5
14480,129
14481,136
14482,142
14483,145
14484,148
14485,151
14486,153
14487,156
14488,157
14489,157
14490,155
14491,153
14492,151
14493,147
14494,141
14495,130
14496,6
14497,13
14498,18
14499,20
14500,24
14501,29
14502,33
14503,36
14504,37
14505,39
14506,41
14507,42
14508,43
14509,43
14510,41
14511,39
14512,36
14513,34
14514,33
14515,31
14516,28
14517,23
14518,18
14519,11
14520,4
14521,128
14522,133
14523,137
14524,139
14525,141
14526,141
14527,139
14528,135
14529,128
14530,6
14531,12
14532,17
14533,20
14534,22
14535,22
14536,23
14537,23
14538,22
14539,22
14540,21
14541,18
14542,15
14543,9
14544,4
14545,0
14546,130
14547,135
14548,141
14549,147
14550,152
14551,158
14552,161
14553,163
14554,165
14555,167
14556,169
14557,169
14558,168
14559,167
14560,165
14561,163
14562,160
14563,158
14564,154
14565,152
14566,150
14567,150
14568,149
14569,149
14570,148
14571,147
14572,146
14573,145
14574,144
14575,144
14576,142
14577,142
14578,141
14579,141
14580,142
14581,142
14582,139
14583,135
14584,129
14585,2
14586,5
14587,7
14588,9
14589,11
14590,14
14591,16
14592,18
14593,19
14594,21
14595,22
14596,23
14597,24
14598,24
14599,25
14600,25
14601,26
14602,27
14603,28
14604,28
14605,28
14606,28
14607,27
14608,26
14609,25
14610,23
14611,20
14612,18
14613,16
14614,14
14615,13
14616,11
14617,11
14618,11
14619,10
14620,10
14621,10
14622,10
14623,11
14624,12
14625,14
14626,16
14627,17
14628,17
14629,16
14630,16
14631,13
14632,11
14633,9
14634,9
14635,9
14636,10
14637,11
14638,11
14639,9
14640,6
14641,1
14642,130
14643,133
14644,135
14645,136
14646,138
14647,139
14648,140
14649,141
14650,144
14651,145
14652,146
14653,146
14654,147
14655,146
14656,147
14657,147
14658,148
14659,148
14660,148
14661,149
14662,149
14663,149
14664,149
14665,150
14666,151
14667,152
14668,154
14669,155
14670,156
14671,157
14672,157
14673,156
14674,155
14675,153
14676,152
14677,149
14678,147
14679,145
14680,141
14681,137
14682,132
14683,0
14684,4
14685,9
14686,12
14687,13
14688,13
14689,12
14690,11
14691,12
14692,12
14693,13
14694,14
14695,16
14696,16
14697,17
14698,17
14699,17
14700,16
14701,16
14702,15
14703,15
14704,14
14705,15
14706,15
14707,14
14708,14
14709,14
14710,14
14711,15
14712,15
14713,16
14714,18
14715,19
14716,20
14717,21
14718,20
14719,19
14720,17
14721,15
14722,13
14723,11
14724,11
14725,11
14726,13
14727,14
14728,16
14729,17
14730,17
14731,16
14732,15
14733,13
14734,11
14735,9
14736,8
14737,5
14738,2
14739,129
14740,133
14741,136
14742,140
14743,143
14744,145
14745,145
14746,146
14747,147
14748,147
14749,147
14750,147
14751,146
14752,145
14753,144
14754,144
14755,144
14756,144
14757,144
14758,142
14759,142
14760,142
14761,141
14762,140
14763,140
14764,140
14765,141
14766,141
14767,141
14768,139
14769,138
14770,138
14771,138
14772,139
14773,139
14774,138
14775,136
14776,133
14777,130
14778,129
14779,128
14780,129
14781,129
14782,0
14783,0
14784,1
14785,0
14786,1
14787,2
14788,4
14789,6
14790,6
14791,6
14792,7
14793,8
14794,10
14795,14
14796,16
14797,16
14798,17
14799,17
14800,17
14801,17
14802,16
14803,14
14804,12
14805,11
14806,11
14807,9
14808,8
14809,5
14810,1
14811,0
14812,0
14813,1
14814,2
14815,3
14816,3
14817,5
14818,6
14819,7
14820,6
14821,5
14822,3
14823,2
14824,2
14825,2
14826,2
14827,2
14828,1
14829,2
14830,2
14831,2
14832,1
14833,128
14834,130
14835,132
14836,132
14837,132
14838,133
14839,135
14840,139
14841,141
14842,142
14843,142
14844,140
14845,138
14846,137
14847,136
14848,136
14849,137
14850,137
14851,137
14852,136
14853,136
14854,134
14855,133
14856,132
14857,132
14858,133
14859,134
14860,135
14861,135
14862,136
14863,135
14864,135
14865,135
14866,134
14867,134
14868,131
14869,129
14870,1
14871,4
14872,7
14873,8
14874,10
14875,11
14876,12
14877,12
14878,13
14879,12
14880,10
14881,8
14882,5
14883,4
14884,2
14885,0
14886,129
14887,131
14888,133
14889,135
14890,137
14891,137
14892,138
14893,138
14894,137
14895,134
14896,129
14897,4
14898,9
14899,12
14900,12
14901,13
14902,13
14903,15
14904,16
14905,17
14906,17
14907,17
14908,16
14909,15
14910,11
14911,6
14912,1
14913,131
14914,132
14915,132
14916,132
14917,133
14918,134
14919,137
14920,140
14921,141
14922,141
14923,139
14924,137
14925,135
14926,133
14927,132
14928,131
14929,130
14930,131
14931,130
14932,130
14933,129
14934,129
14935,129
14936,129
14937,129
14938,131
14939,130
14940,129
14941,128
14942,1
14943,3
14944,3
14945,4
14946,3
14947,4
14948,4
14949,3
14950,2
14951,0
14952,129
14953,133
14954,136
14955,138
14956,139
14957,137
14958,136
14959,135
14960,133
14961,132
14962,129
14963,0
14964,2
14965,3
14966,3
14967,5
14968,7
14969,10
14970,11
14971,10
14972,8
14973,5
14974,3
14975,1
14976,0
14977,130
14978,134
14979,137
14980,139
14981,142
14982,144
14983,145
14984,145
14985,144
14986,141
14987,136
14988,131
14989,1
14990,6
14991,11
14992,15
14993,17
14994,19
14995,22
14996,24
14997,25
14998,25
14999,24
15000,22
15001,20
15002,17
15003,11
15004,5
15005,128
15006,134
15007,138
15008,143
15009,145
15010,147
15011,149
15012,150
15013,150
15014,150
15015,149
15016,148
15017,147
15018,145
15019,142
15020,136
15021,131
15022,1
15023,6
15024,9
15025,12
15026,14
15027,16
15028,17
15029,16
15030,16
15031,13
15032,9
15033,5
15034,1
15035,129
15036,131
15037,133
15038,134
15039,134
15040,134
15041,135
15042,135
15043,135
15044,135
15045,132
15046,128
15047,1
15048,3
15049,4
15050,3
15051,2
15052,1
15053,129
15054,130
15055,132
15056,133
15057,134
15058,134
15059,134
15060,134
15061,135
15062,133
15063,132
15064,130
15065,0
15066,3
15067,6
15068,8
15069,9
15070,10
15071,11
15072,12
15073,13
15074,13
15075,13
15076,13
15077,11
15078,8
15079,3
15080,128
15081,131
15082,133
15083,135
15084,136
15085,136
15086,135
15087,133
15088,131
15089,129
15090,129
15091,131
15092,131
15093,129
15094,129
15095,128
15096,128
15097,128
15098,0
15099,1
15100,2
15101,2
15102,2
15103,2
15104,2
15105,3
15106,4
15107,2
15108,1
15109,129
15110,131
15111,133
15112,134
15113,133
15114,132
15115,131
15116,130
15117,0
15118,3
15119,3
15120,2
15121,0
15122,129
15123,131
15124,131
15125,130
15126,128
15127,129
15128,128
15129,128
15130,1
15131,3
15132,1
15133,129
15134,133
15135,137
15136,137
15137,134
15138,129
15139,4
15140,6
15141,7
15142,7
15143,5
15144,2
15145,0
15146,129
15147,131
15148,131
15149,131
15150,136
15151,1
15152,141
15153,164
15154,170
15155,165
15156,147
15157,29
15158,38
15159,32
15160,20
15161,21
15162,34
15163,45
15164,48
15165,42
15166,32
15167,18
15168,0
15169,140
15170,148
15171,160
15172,167
15173,170
15174,176
15175,180
15176,180
15177,173
15178,152
15179,22
15180,36
15181,38
15182,38
15183,38
15184,39
15185,40
15186,39
15187,31
15188,2
15189,151
15190,166
15191,173
15192,175
15193,171
15194,160
15195,133
15196,25
15197,36
15198,43
15199,48
15200,50
15201,49
15202,40
15203,6
15204,162
15205,174
15206,176
15207,172
15208,170
15209,171
15210,172
15211,171
15212,167
15213,155
15214,14
15215,35
15216,46
15217,48
15218,46
15219,42
15220,37
15221,35
15222,34
15223,33
15224,25
15225,3
15226,149
15227,158
15228,160
15229,153
15230,143
15231,135
15232,135
15233,138
15234,138
15235,134
15236,10
15237,25
15238,28
15239,22
15240,4
15241,154
15242,165
15243,168
15244,166
15245,158
15246,139
15247,16
15248,27
15249,32
15250,36
15251,43
15252,48
15253,50
15254,46
15255,32
15256,142
15257,170
15258,179
15259,179
15260,180
15261,179
15262,179
15263,177
15264,169
15265,149
15266,35
15267,50
15268,56
15269,56
15270,52
15271,46
15272,39
15273,32
15274,18
15275,9
15276,141
15277,159
15278,164
15279,173
15280,176
15281,174
15282,168
15283,163
15284,164
15285,166
15286,166
15287,160
15288,132
15289,28
15290,39
15291,44
15292,41
15293,34
15294,25
15295,25
15296,31
15297,27
15298,132
15299,165
15300,178
15301,181
15302,181
15303,178
15304,174
15305,169
15306,163
15307,159
15308,149
15309,0
15310,29
15311,41
15312,46
15313,48
15314,47
15315,47
15316,49
15317,50
15318,52
15319,53
15320,51
15321,48
15322,41
15323,36
15324,33
15325,31
15326,27
15327,20
15328,16
15329,11
15330,0
15331,137
15332,152
15333,164
15334,171
15335,175
15336,174
15337,173
15338,172
15339,173
15340,171
15341,166
15342,159
15343,140
15344,7
15345,131
15346,142
15347,141
15348,139
15349,138
15350,131
15351,6
15352,128
15353,151
15354,160
15355,160
15356,158
15357,151
15358,141
15359,7
15360,17
15361,19
15362,22
15363,17
15364,6
15365,5
15366,7
15367,14
15368,18
15369,3
15370,144
15371,152
15372,158
15373,154
15374,141
15375,5
15376,9
15377,129
15378,4
15379,16
15380,25
15381,37
15382,42
15383,43
15384,38
15385,32
15386,34
15387,38
15388,44
15389,48
15390,46
15391,37
15392,20
15393,137
15394,146
15395,151
15396,159
15397,163
15398,169
15399,176
15400,178
15401,178
15402,176
15403,170
15404,167
15405,168
15406,171
15407,172
15408,169
15409,160
15410,132
15411,22
15412,30
15413,29
15414,27
15415,32
15416,36
15417,43
15418,48
15419,48
15420,46
15421,42
15422,41
15423,40
15424,40
15425,38
15426,34
15427,24
15428,9
15429,133
15430,136
15431,0
15432,6
15433,5
15434,139
15435,155
15436,164
15437,171
15438,175
15439,176
15440,176
15441,176
15442,176
15443,177
15444,176
15445,171
15446,162
15447,144
15448,9
15449,18
15450,19
15451,22
15452,32
15453,40
15454,50
15455,55
15456,59
15457,62
15458,64
15459,65
15460,66
15461,66
15462,66
15463,64
15464,60
15465,54
15466,48
15467,36
15468,10
15469,159
15470,175
15471,185
15472,193
15473,198
15474,201
15475,203
15476,205
15477,206
15478,206
15479,206
15480,206
15481,204
15482,202
15483,199
15484,195
15485,192
15486,186
15487,180
15488,170
15489,146
15490,35
15491,51
15492,59
15493,64
15494,66
15495,66
15496,64
15497,55
15498,44
15499,38
15500,48
15501,56
15502,64
15503,66
15504,68
15505,70
15506,75
15507,80
15508,83
15509,84
15510,85
15511,84
15512,82
15513,80
15514,77
15515,73
15516,68
15517,58
15518,35
15519,166
15520,187
15521,196
15522,203
15523,208
15524,211
15525,213
15526,215
15527,217
15528,218
15529,217
15530,215
15531,212
15532,210
15533,206
15534,199
15535,192
15536,176
15537,9
15538,50
15539,63
15540,68
15541,71
15542,72
15543,72
15544,75
15545,78
15546,81
15547,82
15548,81
15549,80
15550,77
15551,72
15552,68
15553,64
15554,54
15555,33
15556,168
15557,189
15558,197
15559,202
15560,204
15561,206
15562,208
15563,209
15564,210
15565,210
15566,209
15567,205
15568,200
15569,195
15570,191
15571,185
15572,179
15573,166
15574,7
15575,41
15576,52
15577,56
15578,59
15579,60
15580,62
15581,65
15582,65
15583,58
15584,43
15585,29
15586,39
15587,54
15588,65
15589,71
15590,75
15591,78
15592,81
15593,84
15594,86
15595,87
15596,88
15597,87
15598,84
15599,81
15600,74
15601,65
15602,43
15603,164
15604,189
15605,200
15606,208
15607,211
15608,214
15609,217
15610,218
15611,219
15612,219
15613,219
15614,217
15615,215
15616,211
15617,207
15618,198
15619,186
15620,163
15621,36
15622,57
15623,67
15624,74
15625,80
15626,81
15627,82
15628,81
15629,80
15630,76
15631,71
15632,66
15633,55
15634,33
15635,165
15636,186
15637,196
15638,201
15639,202
15640,201
15641,198
15642,194
15643,187
15644,177
15645,148
15646,42
15647,59
15648,67
15649,72
15650,74
15651,73
15652,71
15653,68
15654,63
15655,52
15656,35
15657,154
15658,179
15659,192
15660,197
15661,201
15662,204
15663,206
15664,207
15665,207
15666,206
15667,204
15668,200
15669,195
15670,187
15671,169
15672,16
15673,40
15674,48
15675,53
15676,63
15677,69
15678,75
15679,79
15680,81
15681,81
15682,81
15683,82
15684,82
15685,81
15686,81
15687,80
15688,74
15689,66
15690,53
15691,27
15692,166
15693,183
15694,193
15695,199
15696,205
15697,209
15698,210
15699,211
15700,211
15701,209
15702,206
15703,202
15704,197
15705,192
15706,181
15707,160
15708,35
15709,54
15710,64
15711,68
15712,70
15713,70
15714,70
15715,69
15716,68
15717,65
15718,59
15719,49
15720,29
15721,152
15722,173
15723,182
15724,187
15725,188
15726,186
15727,182
15728,177
15729,161
15730,23
15731,50
15732,62
15733,68
15734,73
15735,76
15736,78
15737,78
15738,76
15739,73
15740,68
15741,61
15742,48
15743,0
15744,176
15745,190
15746,197
15747,202
15748,206
15749,208
15750,208
15751,208
15752,208
15753,205
15754,202
15755,197
15756,193
15757,183
15758,169
15759,129
15760,39
15761,52
15762,56
15763,54
15764,51
15765,51
15766,53
15767,56
15768,60
15769,63
15770,64
15771,64
15772,65
15773,66
15774,67
15775,68
15776,70
15777,70
15778,67
15779,64
15780,55
15781,41
15782,2
15783,166
15784,182
15785,192
15786,198
15787,203
15788,207
15789,208
15790,208
15791,208
15792,205
15793,202
15794,198
15795,194
15796,186
15797,172
15798,2
15799,44
15800,56
15801,64
15802,66
15803,66
15804,65
15805,64
15806,60
15807,54
15808,44
15809,18
15810,161
15811,176
15812,183
15813,186
15814,184
15815,179
15816,168
15817,146
15818,33
15819,50
15820,60
15821,66
15822,70
15823,72
15824,73
15825,72
15826,69
15827,64
15828,56
15829,45
15830,22
15831,160
15832,179
15833,191
15834,196
15835,201
15836,203
15837,204
15838,203
15839,201
15840,199
15841,197
15842,195
15843,192
15844,186
15845,177
15846,161
15847,20
15848,44
15849,49
15850,46
15851,36
15852,35
15853,44
15854,53
15855,62
15856,68
15857,71
15858,73
15859,76
15860,77
15861,78
15862,80
15863,80
15864,79
15865,75
15866,68
15867,56
15868,22
15869,175
15870,190
15871,198
15872,204
15873,208
15874,210
15875,212
15876,212
15877,211
15878,209
15879,205
15880,197
15881,187
15882,171
15883,4
15884,43
15885,55
15886,64
15887,67
15888,69
15889,68
15890,65
15891,58
15892,44
15893,146
15894,179
15895,189
15896,192
15897,192
15898,190
15899,185
15900,178
15901,160
15902,28
15903,52
15904,64
15905,70
15906,75
15907,78
15908,77
15909,75
15910,71
15911,66
15912,57
15913,47
15914,26
15915,152
15916,173
15917,185
15918,194
15919,198
15920,200
15921,202
15922,201
15923,200
15924,197
15925,195
15926,193
15927,191
15928,186
15929,180
15930,167
15931,142
15932,29
15933,41
15934,42
15935,33
15936,16
15937,19
15938,36
15939,50
15940,62
15941,69
15942,73
15943,76
15944,79
15945,80
15946,80
15947,81
15948,81
15949,80
15950,74
15951,67
15952,52
15953,145
15954,183
15955,195
15956,202
15957,207
15958,209
15959,210
15960,211
15961,210
15962,209
15963,204
15964,197
15965,186
15966,166
15967,28
15968,50
15969,58
15970,61
15971,62
15972,61
15973,58
15974,52
15975,38
15976,144
15977,178
15978,192
15979,198
15980,199
15981,197
15982,193
15983,181
15984,153
15985,42
15986,59
15987,67
15988,73
15989,77
15990,80
15991,81
15992,80
15993,75
15994,68
15995,56
15996,34
15997,156
15998,173
15999,178
16000,180
16001,184
16002,189
16003,193
16004,195
16005,195
16006,194
16007,192
16008,186
16009,181
16010,178
16011,178
16012,179
16013,180
16014,178
16015,171
16016,157
16017,135
16018,138
16019,155
16020,160
16021,144
16022,33
16023,53
16024,67
16025,75
16026,80
16027,83
16028,84
16029,83
16030,82
16031,81
16032,78
16033,73
16034,66
16035,51
16036,148
16037,187
16038,200
16039,208
16040,210
16041,211
16042,211
16043,210
16044,208
16045,203
16046,198
16047,192
16048,178
16049,144
16050,42
16051,56
16052,63
16053,63
16054,58
16055,50
16056,32
16057,152
16058,174
16059,182
16060,191
16061,196
16062,199
16063,199
16064,196
16065,188
16066,165
16067,44
16068,64
16069,72
16070,77
16071,79
16072,78
16073,76
16074,73
16075,68
16076,60
16077,47
16078,136
16079,176
16080,186
16081,190
16082,188
16083,182
16084,176
16085,170
16086,167
16087,167
16088,170
16089,173
16090,173
16091,170
16092,168
16093,169
16094,176
16095,181
16096,187
16097,190
16098,190
16099,187
